,name,location,year,kilometers_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,price
3543,Hyundai i20 2015-2017 Sportz AT 1.4,Pune,2012,56200,Diesel,Automatic,First,15.0,1396.0,98.6,5,3.85
3544,Toyota Fortuner 2.8 4WD MT,Kochi,2011,169006,Diesel,Manual,First,14.24,2755.0,174.5,7,10.64
3545,Renault KWID RXT,Bangalore,2016,20229,Diesel,Manual,First,25.17,799.0,53.3,5,3.5
3546,Chevrolet Spark 1.0 LT,Chennai,2008,62000,Diesel,Manual,Third,18.0,995.0,62.0,5,1.1
3547,Hyundai Verna Transform VTVT,Hyderabad,2011,51500,Diesel,Manual,Second,16.2,1599.0,103.2,5,2.6
3548,BMW 3 Series 320d Sport Line,Hyderabad,2012,69000,Diesel,Automatic,First,18.88,1995.0,184.0,5,18.5
3549,Maruti Swift Dzire VDI,Hyderabad,2015,62476,Diesel,Manual,First,26.59,1248.0,74.0,5,7.95
3550,Hyundai Xcent 1.2 CRDi E Plus,Jaipur,2017,60500,Diesel,Manual,First,25.4,1186.0,73.97,5,5.49
3551,Honda Jazz V CVT,Mumbai,2017,17978,Diesel,Automatic,First,19.0,1199.0,88.7,5,6.95
3552,Tata Indigo LS,Jaipur,2008,300000,Diesel,Manual,First,17.0,1405.0,70.0,5,1.0
3553,Ford Fiesta Classic 1.4 Duratorq CLXI,Chennai,2013,123000,Diesel,Manual,Second,17.8,1399.0,67.0,5,4.45
3554,Maruti S-Cross Alpha DDiS 200 SH,Kolkata,2016,45296,Diesel,Manual,First,25.1,1248.0,88.5,5,6.99
3555,Maruti SX4 Zxi with Leather BSIII,Coimbatore,2008,77325,Diesel,Manual,First,15.6,1586.0,104.68,5,3.51
3556,Maruti Baleno Zeta Automatic,Kochi,2018,25858,Diesel,Automatic,First,21.4,1197.0,83.1,5,7.54
3557,Maruti Ritz LDi,Bangalore,2016,120000,Diesel,Manual,First,23.2,1248.0,73.94,5,3.65
3558,Hyundai Elantra CRDi SX AT,Ahmedabad,2016,22000,Diesel,Automatic,First,19.5,1582.0,126.24,5,16.0
3559,Chevrolet Spark 1.0 LT,Kolkata,2012,11000,Diesel,Manual,First,16.2,995.0,62.1,5,1.4
3560,Hyundai i20 1.2 Spotz,Mumbai,2017,3900,Diesel,Manual,First,18.6,1197.0,81.83,5,6.45
3561,Hyundai Xcent 1.1 CRDi Base,Hyderabad,2016,106092,Diesel,Manual,First,24.4,1120.0,71.0,5,4.4
3562,Honda Jazz 1.2 V CVT i VTEC,Delhi,2015,27000,Diesel,Automatic,First,19.0,1199.0,88.7,5,5.95
3563,Honda Brio S MT,Ahmedabad,2013,11000,Diesel,Manual,First,19.4,1198.0,86.8,5,3.9
3564,Mercedes-Benz E-Class E250 CDI Avantgrade,Coimbatore,2016,39753,Diesel,Automatic,First,13.0,2143.0,201.1,5,35.28
3565,Tata Hexa XT,Pune,2017,39800,Diesel,Manual,First,17.6,2179.0,153.86,7,14.25
3566,Hyundai Xcent 1.1 CRDi Base,Pune,2017,73000,Diesel,Manual,First,24.4,1120.0,71.0,5,4.5
3567,Ford Ecosport 1.5 DV5 MT Titanium Optional,Pune,2015,55000,Diesel,Manual,First,22.7,1498.0,89.84,5,7.5
3568,Tata Nano XTA,Coimbatore,2017,18351,Diesel,Automatic,First,21.9,624.0,37.48,4,3.41
3569,Honda Brio VX,Pune,2013,45000,Diesel,Manual,Second,19.4,1198.0,86.8,5,3.25
3570,Maruti Ertiga SHVS ZDI Plus,Hyderabad,2016,112200,Diesel,Manual,First,24.52,1248.0,88.5,7,8.3
3571,Hyundai i10 Sportz 1.2,Bangalore,2010,29000,Diesel,Manual,First,20.36,1197.0,78.9,5,3.45
3572,Mahindra XUV500 W10 2WD,Mumbai,2015,53392,Diesel,Manual,First,16.0,2179.0,140.0,7,11.95
3573,Volkswagen Vento Diesel Highline,Hyderabad,2010,71000,Diesel,Manual,First,20.54,1598.0,103.6,5,4.25
3574,Tata Safari Storme 2012-2015 VX,Hyderabad,2014,93000,Diesel,Manual,First,14.0,2179.0,138.1,7,8.25
3575,Honda Accord 2.4 Elegance M/T,Hyderabad,2010,119000,Diesel,Manual,First,10.2,2354.0,180.0,5,5.95
3576,Maruti Eeco 7 Seater Standard,Coimbatore,2016,42225,Diesel,Manual,First,15.1,1196.0,73.0,7,4.3
3577,Maruti Swift VDI,Ahmedabad,2012,65000,Diesel,Manual,First,22.9,1248.0,74.0,5,3.9
3578,Maruti Baleno Zeta Automatic,Pune,2016,27809,Diesel,Automatic,First,21.4,1197.0,83.1,5,6.41
3579,Mahindra XUV500 W8 2WD,Coimbatore,2015,65100,Diesel,Manual,First,15.1,2179.0,140.0,7,8.36
3580,Hyundai Xcent 1.2 Kappa S,Chennai,2014,51000,Diesel,Manual,First,19.1,1197.0,82.0,5,3.85
3581,Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2017,10000,Diesel,Automatic,First,19.27,2143.0,167.62,5,36.0
3582,Skoda Superb 1.8 TSI MT,Kolkata,2011,54895,Diesel,Manual,First,13.14,1798.0,160.0,5,7.5
3583,Volkswagen CrossPolo 1.5 TDI,Hyderabad,2015,80768,Diesel,Manual,First,20.14,1498.0,88.73,5,5.7
3584,Maruti Ignis 1.2 Delta,Kochi,2019,12076,Diesel,Manual,First,20.89,1197.0,81.8,5,5.5
3585,Maruti Swift VDI BSIV,Chennai,2016,49000,Diesel,Manual,First,25.2,1248.0,74.0,5,5.9
3586,Honda City i VTEC VX Option,Mumbai,2015,42366,Diesel,Manual,First,17.8,1497.0,117.3,5,7.75
3587,BMW 5 Series 530d Highline Sedan,Ahmedabad,2010,68000,Diesel,Automatic,First,11.5,2993.0,235.0,5,18.0
3588,Skoda Laura Ambiente,Hyderabad,2008,122397,Diesel,Manual,First,17.5,1896.0,106.0,5,4.4
3589,Volkswagen Polo GT TSI,Coimbatore,2017,50534,Diesel,Automatic,First,17.21,1197.0,103.5,5,8.27
3590,Renault Duster 85PS Diesel RxL,Ahmedabad,2014,55300,Diesel,Manual,First,19.87,1461.0,83.8,5,4.75
3591,Honda City 1.5 S AT,Hyderabad,2008,73095,Diesel,Automatic,First,16.8,1497.0,118.0,5,3.8
3592,Volkswagen Vento Diesel Highline,Ahmedabad,2011,51100,Diesel,Manual,First,20.54,1598.0,103.6,5,3.4
3593,Hyundai Grand i10 Sportz,Pune,2016,13436,Diesel,Manual,Second,18.9,1197.0,82.0,5,4.7
3594,Ford Fiesta 1.4 ZXi Duratec,Pune,2008,76000,Diesel,Manual,Second,16.6,1388.0,68.0,5,1.49
3595,Hyundai Xcent 1.1 CRDi S,Mumbai,2016,63141,Diesel,Manual,Second,24.4,1120.0,71.0,5,4.5
3596,Honda Amaze VX i-DTEC,Hyderabad,2014,74885,Diesel,Manual,First,25.8,1498.0,98.6,5,5.4
3597,Honda City i VTEC CVT VX,Hyderabad,2016,14000,Diesel,Automatic,First,18.0,1497.0,117.3,5,11.5
3598,Renault Fluence 1.5,Pune,2012,56000,Diesel,Manual,Second,20.4,1461.0,108.5,5,3.5
3599,BMW 5 Series 520d Luxury Line,Ahmedabad,2010,46000,Diesel,Automatic,First,22.48,1995.0,190.0,5,16.5
3600,Maruti SX4 ZXI MT BSIV,Mumbai,2012,51800,Diesel,Manual,First,15.5,1586.0,103.3,5,3.9
3601,Honda City ZX CVT,Hyderabad,2007,81000,Diesel,Automatic,First,16.4,1497.0,78.0,5,3.25
3602,Volkswagen Ameo 1.2 MPI Comfortline,Kochi,2018,17370,Diesel,Manual,First,17.0,1198.0,73.75,5,5.84
3603,Volkswagen Ameo 1.2 MPI Comfortline,Hyderabad,2016,18456,Diesel,Manual,First,17.0,1198.0,73.75,5,5.75
3604,Audi A4 2.0 TDI Multitronic,Delhi,2010,59000,Diesel,Automatic,First,16.55,1968.0,140.0,5,10.0
3605,Maruti Wagon R VXI,Mumbai,2006,141537,Diesel,Manual,Second,18.9,998.0,67.1,5,1.05
3606,Hyundai Verna SX CRDi AT,Delhi,2013,51000,Diesel,Automatic,First,19.08,1582.0,126.32,5,5.64
3607,Mercedes-Benz GLC 220d 4MATIC Style,Coimbatore,2019,29311,Diesel,Automatic,First,17.9,2143.0,170.0,5,50.97
3608,BMW 3 Series Luxury Line,Mumbai,2016,31000,Diesel,Automatic,First,21.76,1995.0,190.0,5,29.95
3609,Honda Mobilio V Option i DTEC,Mumbai,2014,80000,Diesel,Manual,Second,24.2,1498.0,98.6,7,4.85
3610,Hyundai Creta 1.6 CRDi AT SX Plus,Hyderabad,2016,33000,Diesel,Automatic,First,17.01,1582.0,126.2,5,14.5
3611,Honda City 1.5 S MT,Hyderabad,2011,71556,Diesel,Manual,First,17.0,1497.0,118.0,5,5.5
3612,Ford Fiesta 1.4 TDCi EXI,Bangalore,2011,85000,Diesel,Manual,First,17.8,1399.0,68.0,5,3.2
3613,Maruti Swift Dzire LDI,Chennai,2016,91000,Diesel,Manual,First,26.59,1248.0,74.0,5,4.5
3614,Mercedes-Benz E-Class E250 CDI Launch Edition,Coimbatore,2015,73187,Diesel,Automatic,First,13.0,2143.0,204.0,5,30.72
3615,Chevrolet Captiva LT,Jaipur,2009,232000,Diesel,Manual,First,11.5,1991.0,147.9,7,3.5
3616,Toyota Innova 2.5 V Diesel 7-seater,Bangalore,2007,127079,Diesel,Manual,First,12.8,2494.0,102.0,7,6.99
3617,Mahindra Quanto C8,Kochi,2014,58816,Diesel,Manual,First,17.21,1493.0,100.0,7,3.45
3618,Honda City i VTEC V,Kochi,2015,63818,Diesel,Manual,First,17.4,1497.0,117.3,5,6.57
3619,Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2014,40000,Diesel,Automatic,First,17.11,1968.0,174.33,5,17.5
3620,Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2013,77445,Diesel,Manual,First,22.07,1199.0,73.9,5,3.75
3621,Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,2017,14000,Diesel,Automatic,First,14.8,1497.0,121.36,5,9.99
3622,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2012,85122,Diesel,Manual,First,12.99,2494.0,100.0,7,8.2
3623,Honda City 1.5 EXI,Jaipur,2005,123000,Diesel,Manual,Third,13.0,1493.0,100.0,5,1.1
3624,Maruti SX4 Green Vxi (CNG),Kochi,2015,61000,CNG,Manual,First,22.1,1586.0,85.7,5,3.89
3625,Maruti Alto 800 2016-2019 LXI Optional,Chennai,2015,63714,Diesel,Manual,First,24.7,796.0,47.3,5,2.45
3626,Mercedes-Benz M-Class ML 320 CDI,Pune,2009,53000,Diesel,Automatic,First,8.7,2987.0,224.34,5,13.75
3627,Maruti Swift Dzire LDI,Kolkata,2017,60000,Diesel,Manual,First,26.59,1248.0,74.0,5,3.0
3628,Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,33000,Diesel,Manual,First,24.3,1248.0,88.5,5,9.25
3629,Volvo S60 D5 Summum,Mumbai,2013,31000,Diesel,Automatic,First,13.2,2400.0,215.0,5,17.65
3630,Toyota Fortuner 4x2 AT,Delhi,2014,79000,Diesel,Automatic,First,12.55,2982.0,168.5,7,18.25
3631,Hyundai i20 Sportz Option Diesel,Kochi,2013,67914,Diesel,Manual,First,23.0,1396.0,90.0,5,3.45
3632,Audi A4 35 TDI Premium,Bangalore,2015,58970,Diesel,Automatic,First,17.11,1968.0,174.33,5,23.75
3633,Nissan Terrano XV D Pre,Mumbai,2013,60000,Diesel,Manual,Second,19.64,1461.0,108.5,5,5.45
3634,Maruti Celerio ZXI AMT,Coimbatore,2017,35225,Diesel,Automatic,First,23.1,998.0,67.04,5,5.25
3635,Hyundai i10 Sportz AT,Delhi,2012,62282,Diesel,Automatic,First,16.95,1197.0,78.9,5,2.9
3636,BMW 3 Series 320d,Hyderabad,2010,80000,Diesel,Automatic,First,22.69,1995.0,190.0,5,14.2
3637,Hyundai Grand i10 Sportz,Kochi,2018,43698,Diesel,Manual,First,18.9,1197.0,82.0,5,5.8
3638,Hyundai Grand i10 Asta Option AT,Coimbatore,2017,28052,Diesel,Automatic,First,18.9,1197.0,82.0,5,7.22
3639,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2016,29091,Diesel,Manual,First,18.9,1197.0,81.86,5,4.87
3640,Volkswagen Polo 1.2 MPI Comfortline,Delhi,2013,63000,Diesel,Manual,First,16.47,1198.0,74.0,5,3.3
3641,Honda City ZX EXi,Hyderabad,2007,91000,Diesel,Manual,Second,17.7,1497.0,78.0,5,3.0
3642,Mercedes-Benz GLA Class 200 CDI,Hyderabad,2014,30000,Diesel,Automatic,First,17.9,2143.0,136.0,5,26.0
3643,Maruti Omni 8 Seater BSIV,Hyderabad,2017,24571,Diesel,Manual,First,14.0,796.0,35.0,5,2.9
3644,Hyundai Verna 1.6 SX VTVT AT,Bangalore,2014,45000,Diesel,Automatic,First,15.74,1591.0,121.3,5,7.5
3645,Maruti Alto 800 LXI,Hyderabad,2015,24617,Diesel,Manual,First,22.74,796.0,47.3,5,2.36
3646,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,26927,Diesel,Manual,First,24.3,1248.0,88.5,5,11.39
3647,Mahindra XUV500 W8 2WD,Kochi,2013,87736,Diesel,Manual,First,15.1,2179.0,140.0,7,7.02
3648,Maruti Vitara Brezza ZDi,Delhi,2016,35299,Diesel,Manual,First,24.3,1248.0,88.5,5,8.0
3649,Hyundai i20 1.2 Spotz,Kochi,2017,51612,Diesel,Manual,First,18.6,1197.0,81.83,5,7.11
3650,Mercedes-Benz E-Class 250 D W 210,Mumbai,1998,55300,Diesel,Automatic,First,10.0,1796.0,157.7,5,3.9
3651,Maruti Alto LXi,Hyderabad,2009,65090,Diesel,Manual,First,19.7,796.0,46.3,5,2.15
3652,Honda Amaze S i-Vtech,Kolkata,2013,40000,Diesel,Manual,First,18.0,1198.0,86.7,5,3.25
3653,Land Rover Range Rover Sport HSE,Kochi,2015,38467,Diesel,Automatic,First,12.65,2993.0,255.0,5,70.66
3654,Hyundai Grand i10 CRDi Magna,Mumbai,2013,71904,Diesel,Manual,First,24.0,1120.0,70.0,5,4.61
3655,Honda Civic 2006-2010 1.8 S MT,Mumbai,2008,87000,Diesel,Manual,First,13.5,1799.0,130.0,5,2.35
3656,Hyundai Grand i10 CRDi Magna,Chennai,2014,33000,Diesel,Manual,Second,24.0,1120.0,70.0,5,4.05
3657,Maruti 800 AC Uniq,Jaipur,2009,22100,Diesel,Manual,Second,16.1,796.0,37.0,4,0.8
3658,Toyota Etios Liva Diesel,Hyderabad,2014,59589,Diesel,Manual,First,23.59,1364.0,67.1,5,5.6
3659,Hyundai i20 Magna 1.4 CRDi,Delhi,2015,44000,Diesel,Manual,First,22.54,1396.0,88.73,5,5.35
3660,Maruti Alto K10 VXI,Mumbai,2017,12000,Diesel,Manual,First,24.07,998.0,67.1,5,3.25
3661,BMW X1 sDrive20d,Pune,2012,66000,Diesel,Automatic,Second,17.05,1995.0,184.0,5,11.5
3662,Maruti Celerio VXI AT,Pune,2016,38009,Diesel,Automatic,First,23.1,998.0,67.04,5,4.25
3663,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2009,35000,Diesel,Automatic,Second,13.7,1798.0,157.75,5,4.45
3664,Mahindra Xylo E4,Pune,2009,70000,Diesel,Manual,First,14.0,2498.0,112.0,7,2.85
3665,Mahindra XUV500 W8 2WD,Delhi,2014,86000,Diesel,Manual,First,15.1,2179.0,140.0,7,7.85
3666,Maruti Swift Dzire VXI,Pune,2016,32000,Diesel,Manual,First,19.1,1197.0,85.8,5,5.3
3667,Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,2017,15000,Diesel,Manual,First,18.88,999.0,123.24,5,8.0
3668,Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,69918,Diesel,Manual,First,21.43,1364.0,87.2,5,9.43
3669,Hyundai i20 2015-2017 1.2 Magna,Pune,2012,39000,Diesel,Manual,First,18.5,1197.0,80.0,5,2.75
3670,Renault Captur 1.5 Diesel Platine Mono,Mumbai,2018,1011,Diesel,Manual,First,20.37,1461.0,108.45,5,13.5
3671,Mercedes-Benz E-Class 280 CDI,Hyderabad,2009,85000,Diesel,Automatic,First,11.0,2987.0,198.5,5,9.99
3672,Maruti Baleno RS 1.0 Petrol,Chennai,2017,46663,Diesel,Manual,First,21.1,998.0,100.0,5,6.95
3673,Nissan Sunny 2011-2014 XL AT Special Edition,Chennai,2015,27000,Diesel,Automatic,First,17.97,1498.0,99.6,5,6.75
3674,Hyundai Grand i10 AT Asta,Chennai,2015,15000,Diesel,Automatic,First,18.9,1197.0,82.0,5,5.5
3675,Maruti Ciaz Zeta,Kochi,2018,10575,Diesel,Manual,First,21.56,1462.0,103.25,5,9.18
3676,Hyundai Xcent 1.2 Kappa S,Jaipur,2014,12500,Diesel,Manual,First,19.1,1197.0,82.0,5,4.15
3677,Hyundai Verna 1.6 SX CRDi (O),Ahmedabad,2012,52000,Diesel,Manual,First,22.32,1582.0,126.32,5,6.5
3678,Maruti Wagon R VXI 1.2,Kochi,2015,49818,Diesel,Manual,First,21.5,1197.0,81.8,5,4.11
3679,Hyundai Verna CRDi,Hyderabad,2008,90000,Diesel,Manual,Second,16.8,1493.0,110.0,5,2.25
3680,Toyota Etios Liva G,Kochi,2015,52207,Diesel,Manual,First,17.71,1197.0,78.9,5,4.56
3681,Mahindra Xylo E4 ABS BS III,Pune,2013,167362,Diesel,Manual,First,11.68,2498.0,112.0,7,4.0
3682,Toyota Etios Liva GD,Coimbatore,2015,49894,Diesel,Manual,First,23.59,1364.0,67.06,5,5.27
3683,Mahindra Thar DI 4X4,Kochi,2019,13024,Diesel,Manual,First,18.06,2523.0,63.0,7,9.11
3684,Nissan X-Trail SLX MT,Pune,2010,128000,Diesel,Manual,Second,14.42,1995.0,147.6,5,6.2
3685,Toyota Innova Crysta 2.8 ZX AT,Kochi,2017,26023,Diesel,Automatic,First,11.36,2755.0,171.5,7,19.97
3686,Hyundai Creta 1.4 CRDi S,Delhi,2016,42784,Diesel,Manual,First,21.38,1396.0,88.7,5,10.17
3687,Maruti Swift VDI,Pune,2014,115000,Diesel,Manual,First,28.4,1248.0,74.0,5,4.5
3688,Hyundai Verna 1.6 CRDI SX Option,Kochi,2019,30529,Diesel,Manual,First,23.9,1582.0,126.2,5,14.28
3689,Maruti Alto LXi BSIII,Kochi,2012,14814,Diesel,Manual,Second,19.7,796.0,46.3,5,2.47
3690,Maruti S Cross DDiS 200 Alpha,Ahmedabad,2016,58000,Diesel,Manual,First,23.65,1248.0,88.5,5,7.9
3691,Hyundai EON Era,Hyderabad,2011,68128,Diesel,Manual,First,21.1,814.0,55.2,5,2.3
3692,Nissan Terrano XL,Hyderabad,2013,63220,Diesel,Manual,First,13.24,1598.0,102.5,5,6.5
3693,Hyundai EON Era,Hyderabad,2016,30000,Diesel,Manual,First,21.1,814.0,55.2,5,3.25
3694,Tata Zest Quadrajet 1.3 XT,Bangalore,2017,27768,Diesel,Manual,First,20.65,1248.0,88.7,5,5.85
3695,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Hyderabad,2014,53000,Diesel,Automatic,Second,14.21,2143.0,203.0,5,29.0
3696,Audi Q5 2.0 TDI Premium Plus,Coimbatore,2014,87652,Diesel,Automatic,Second,14.16,1968.0,174.3,5,25.71
3697,Ford Fiesta 1.6 ZXi Leather,Chennai,2008,94873,Diesel,Manual,Second,15.3,1596.0,101.0,5,1.85
3698,BMW 3 Series 320d Prestige,Mumbai,2015,56000,Diesel,Automatic,First,18.88,1995.0,184.0,5,22.75
3699,Maruti Baleno RS 1.0 Petrol,Kochi,2018,18678,Diesel,Manual,First,21.1,998.0,100.0,5,8.32
3700,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,2014,30000,Diesel,Automatic,First,14.21,2143.0,203.0,5,26.0
3701,Hyundai i10 Sportz 1.2,Hyderabad,2013,59000,Diesel,Manual,First,20.36,1197.0,78.9,5,3.45
3702,Hyundai Grand i10 Asta Option,Mumbai,2017,13000,Diesel,Manual,First,18.9,1197.0,82.0,5,5.15
3703,Honda Brio S MT,Kochi,2014,74325,Diesel,Manual,First,19.4,1198.0,86.8,5,3.51
3704,Hyundai i20 Magna 1.4 CRDi (Diesel),Kolkata,2015,45000,Diesel,Manual,First,21.9,1396.0,88.76,5,3.45
3705,Volkswagen Polo Petrol Highline 1.2L,Pune,2013,57000,Diesel,Manual,First,16.47,1198.0,73.9,5,3.75
3706,Honda City 1.5 EXI,Pune,2001,125943,Diesel,Manual,Second,13.0,1493.0,100.0,5,1.45
3707,Skoda Octavia Ambiente 1.9 TDI,Delhi,2008,80000,Diesel,Manual,First,18.7,1896.0,66.0,5,2.2
3708,Ford Endeavour 2.5L 4X2,Hyderabad,2010,154000,Diesel,Manual,First,13.1,2499.0,141.0,7,7.99
3709,Chevrolet Cruze LTZ,Bangalore,2013,62000,Diesel,Manual,Second,18.3,1991.0,147.9,5,6.75
3710,Honda Mobilio V i DTEC,Kolkata,2014,45000,Diesel,Manual,First,24.2,1498.0,98.6,7,5.0
3711,Maruti Ertiga VDI,Pune,2012,105000,Diesel,Manual,Second,20.77,1248.0,88.76,7,5.9
3712,Hyundai Grand i10 Sportz,Mumbai,2013,26000,Diesel,Manual,First,18.9,1197.0,82.0,5,3.75
3713,Jaguar XF 3.0 Litre S Premium Luxury,Mumbai,2014,30900,Diesel,Automatic,First,14.74,2993.0,270.9,5,29.5
3714,Honda Amaze VX i-Vtech,Chennai,2014,48000,Diesel,Manual,First,18.0,1198.0,86.7,5,4.75
3715,Audi A6 2.7 TDI,Pune,2011,112719,Diesel,Automatic,First,12.4,2698.0,179.5,5,11.5
3716,Hyundai i20 1.2 Spotz,Chennai,2017,5000,Diesel,Manual,First,18.6,1197.0,81.83,5,6.95
3717,Volkswagen Ameo 1.2 MPI Highline Plus 16,Mumbai,2016,16000,Diesel,Manual,First,17.0,1198.0,73.75,5,5.4
3718,Renault Fluence 2.0,Jaipur,2011,63000,Diesel,Automatic,First,13.4,1997.0,135.1,5,4.75
3719,Maruti Alto K10 VXI,Chennai,2011,28300,Diesel,Manual,First,24.07,998.0,67.1,5,2.15
3720,Maruti Alto Std,Jaipur,2005,49000,Diesel,Manual,First,19.7,796.0,46.3,5,0.9
3721,Maruti Wagon R VXI BS IV,Kolkata,2016,12501,Diesel,Manual,First,20.51,998.0,67.04,5,3.5
3722,Fiat Linea 1.3 Emotion,Kochi,2016,56628,Diesel,Manual,First,20.4,1248.0,92.0,5,5.85
3723,Maruti Swift Dzire Vdi BSIV,Pune,2010,105000,Diesel,Manual,First,19.3,1248.0,73.9,5,3.15
3724,Renault Scala Diesel RxL,Pune,2016,52126,Diesel,Manual,First,21.64,1461.0,84.8,5,6.0
3725,Hyundai i20 Magna,Kolkata,2010,38000,Diesel,Manual,First,18.5,1197.0,80.0,5,2.23
3726,Hyundai Xcent 1.2 Kappa SX Option,Bangalore,2016,50000,Diesel,Manual,First,19.1,1197.0,82.0,5,2.5
3727,Maruti Wagon R LXI,Kochi,2015,50230,Diesel,Manual,First,18.9,998.0,67.1,5,3.87
3728,Mahindra XUV500 W8 2WD,Ahmedabad,2014,31000,Diesel,Manual,First,15.1,2179.0,140.0,7,9.5
3729,Toyota Fortuner 4x2 AT,Delhi,2014,79000,Diesel,Automatic,First,12.55,2982.0,168.5,7,17.75
3730,Renault Duster 110PS Diesel RxZ Plus,Delhi,2012,130000,Diesel,Manual,First,19.64,1461.0,108.45,5,3.75
3731,Hyundai Santro Xing GLS,Chennai,2010,115000,Diesel,Manual,Second,17.92,1086.0,62.1,5,1.5
3732,Hyundai Verna 1.6 SX VTVT,Pune,2013,41500,Diesel,Manual,Second,17.01,1591.0,121.3,5,5.0
3733,BMW X1 sDrive 20d Exclusive,Pune,2014,54385,Diesel,Automatic,Second,15.06,1995.0,177.0,5,17.0
3734,Honda Civic 2006-2010 1.8 V AT,Kochi,2011,56361,Diesel,Automatic,First,12.9,1799.0,130.0,5,4.38
3735,Audi A6 35 TFSI Matrix,Delhi,2018,22000,Diesel,Automatic,First,15.26,1798.0,187.74,5,41.5
3736,Maruti Wagon R LXI BS IV,Kolkata,2017,8000,Diesel,Manual,First,20.51,998.0,67.04,5,3.0
3737,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2018,28741,Diesel,Manual,First,24.3,1248.0,88.5,5,11.0
3738,Land Rover Discovery 3 TDV6 Diesel Automatic,Pune,2012,117236,Diesel,Automatic,Second,11.8,2720.0,190.0,7,14.0
3739,Maruti Dzire New,Pune,2016,30500,Diesel,Automatic,First,26.59,1248.0,74.0,5,7.65
3740,Hyundai Verna VTVT 1.6 SX,Kolkata,2018,5000,Diesel,Manual,First,17.0,1591.0,121.3,5,8.7
3741,Maruti Ertiga ZDI Plus,Hyderabad,2016,42000,Diesel,Manual,First,25.47,1248.0,88.5,7,9.9
3742,Hyundai Accent GLE,Mumbai,2010,32773,Diesel,Manual,First,13.2,1495.0,94.0,5,2.05
3743,Hyundai i20 1.2 Sportz,Kolkata,2016,19008,Diesel,Manual,First,17.0,1197.0,80.0,5,5.25
3744,Hyundai Verna VTVT 1.6 SX,Kochi,2012,32542,Diesel,Manual,First,17.0,1591.0,121.3,5,5.77
3745,Maruti Alto LX,Hyderabad,2010,94753,Diesel,Manual,First,19.7,796.0,46.3,5,1.95
3746,Mahindra Scorpio VLX,Ahmedabad,2011,70000,Diesel,Manual,Second,12.05,2179.0,120.0,8,7.45
3747,Maruti Wagon R LXI,Delhi,2012,68347,Diesel,Manual,First,18.9,998.0,67.1,5,2.6
3748,Hyundai i20 1.2 Sportz,Ahmedabad,2011,72000,Diesel,Manual,Second,17.0,1197.0,80.0,5,3.25
3749,Maruti Ritz VDi,Hyderabad,2010,75014,Diesel,Manual,First,21.1,1248.0,73.9,5,3.85
3750,Renault Koleos 2.0 Diesel,Delhi,2013,65000,Diesel,Automatic,Second,13.73,1995.0,148.0,5,7.5
3751,BMW 3 Series 320d,Kochi,2012,55598,Diesel,Automatic,First,22.69,1995.0,190.0,5,11.5
3752,Honda Brio V MT,Pune,2013,50000,Diesel,Manual,First,19.4,1198.0,86.8,5,3.25
3753,Hyundai Sonata GOLD,Chennai,2003,44200,Diesel,Manual,Second,11.7,1997.0,134.0,5,1.5
3754,Maruti Swift Dzire VDi,Jaipur,2014,65000,Diesel,Manual,First,19.3,1248.0,73.9,5,5.31
3755,Mahindra XUV500 W8 4WD,Hyderabad,2013,49000,Diesel,Manual,First,16.0,2179.0,140.0,7,9.0
3756,Hyundai i10 Sportz 1.1L,Kolkata,2016,7200,Diesel,Manual,First,19.81,1086.0,68.05,5,3.59
3757,Maruti Ciaz ZXi Plus,Kochi,2016,43152,Diesel,Manual,First,20.73,1373.0,91.1,5,7.35
3758,Toyota Innova 2.5 V Diesel 8-seater,Pune,2013,112000,Diesel,Manual,First,12.8,2494.0,102.0,8,12.0
3759,Hyundai Grand i10 Sportz,Coimbatore,2017,23540,Diesel,Manual,First,18.9,1197.0,82.0,5,6.02
3760,Chevrolet Optra Magnum 2.0 LS BSIII,Coimbatore,2008,82160,Diesel,Manual,First,16.52,1991.0,123.7,5,2.57
3761,Mahindra Ssangyong Rexton RX5,Pune,2013,57000,Diesel,Manual,First,12.83,2696.0,162.0,7,12.45
3762,Mahindra XUV500 W8 2WD,Coimbatore,2015,39335,Diesel,Manual,First,15.1,2179.0,140.0,7,12.63
3763,Honda City i VTEC SV,Bangalore,2014,62000,Diesel,Manual,Second,17.4,1497.0,117.3,5,7.75
3764,Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,60000,Diesel,Manual,First,22.7,1498.0,89.84,5,5.5
